<name2> <name6> <name4> <name1>	<name2> <name6> <name4> <name1> into default name space .
<name4> not <name6> . is_required <name5> <name3> ( ) . <name1> ( <name2> , <name4> , <name6> . clear_checkbox_name ( <name6> ) ) :	called with 3 arguments : <name2> , <name4> <name5> <name6> , substitute the result for upload . <name4> <name6> .is_required is boolean false <name5> call to the method <name1> from the instance of <name3> class ,
<name4> <name2> :	with 3 arguments : data , files and return value of the function self .clear_checkbox_name called with an argument name , evaluates to true , <name4> <name2> is true ,
<name5> <name6>	<name5> <name6> .
<name5> <name3>	<name5> boolean <name3> .
<name2> <name4>	<name2> boolean <name4> .
<name3> <name1> ( <name4> ) :	derive the <name3> <name1> from the <name4> base <name3> .
def <name1> ( <name4> , <name2> = <name3> ) :	define the method <name1> with 2 arguments : <name4> and <name2> set to <name3> .
<name2> = {  <val6>   : <val5>   , <val1>   : <val4>  }	<name2> is an dictionary with 2 initial entries : string <val5> for <val6> and string <val4> for <val1> .
<name2> <name5> :	<name2> <name5> is true ,
<name3> . <name1> ( <name6> )	<name1> <name3> dictionary with <name6> entry .
super ( <name1> , self ) . <name2> ( <name3> )	call the method <name2> from the base class of the class <name1> , with an argument <name3> .
def <name6> ( <name3> , <name2> , <name5> , <name1> = <name4> ) :	define the method <name6> with 4 arguments : <name3> , <name2> , <name5> and <name1> set to <name4> .
<name6> <name2> <name4> <name1> :	<name6> <name2> <name4> <name1> ,
<name6> = ''	<name6> is an empty string .
<name5> = <name4> . build_attrs ( <name2> , <name3> = <name3> )	call the method <name4> .build_attrs with 2 arguments : <name2> and <name3> set to <name3> , substitute the result for <name5> .
\ <name3> <name5> ( <val6>   , <name2> ( final_attrs ) , force_text ( <name1> ) ) \	\ call the function <name5> with 3 arguments : string ( <val6> , <name3> <name1> of the function <name2> , \
<name3> <name6> ( <name5> ) :	called with an argument final_attrs and return value of the function force_text called with an argument value , return the result . derive the <name3> <name6> from the <name5> base <name3> .
format_key = ''	format key is an empty string .
<name3> = <name5>	<name3> is boolean <name5> .
def <name5> ( <name6> , <name4> = <name3> , <name1> = <name3> ) :	define the method <name5> with 3 arguments : <name6> , <name4> set to <name3> and <name1> is <name3> .
super ( <name4> , self ) . <name6> ( <name5> )	call the method <name6> from the base class of the class <name4> , with an argument <name5> .
<name1> . <name3> = <name3> <name2> <name3> else <name5>	substitute <name3> for <name1> .format <name2> <name3> is true , <name2> not <name1> .format is <name5> .
def <name4> ( <name5> , <name1> ) :	define the method <name4> with 2 arguments : <name5> and <name1> .
return <name2> . localize_input ( <name1> , <name5> . format or <name2> . get_format ( <name5> . format_key ) [ 0 ] )	call the function <name2> .localize_input with 2 arguments : <name1> and <name5> .format if true , if not ,
<name1> <name6> ( <name5> ) :	then the first element of the result of the function formats .get_format called with an argument self .format_key , return the result . derive the <name1> <name6> from the <name5> base <name1> .
<name6> = <val4>	<name6> is a string <val4> .
<name5> <name2> ( <name1> ) :	derive the <name5> <name2> from the <name1> base <name5> .
<name4> = <val3>	<name4> is a string <val3> .
<name6> <name2> ( <name1> ) :	derive the <name6> <name2> from the <name1> base <name6> .
<name1> = <val6>	<name1> is a string <val6> .
def <name5> ( <name2> ) :	define the function <name5> with an argument <name2> .
<name3> not ( <name6> <name4> <name5> <name1> <name6> <name4> <name2> <name1> <name6> == ''   )	if <name6> <name4> boolean <name5> <name1> <name6> <name4> <name2> <name1> <name6> <name4> an empty string , <name3> boolean <name5> , otherwise <name3> boolean True .
<name1> <name5> ( <name6> ) :	derive the <name1> <name5> from the <name6> base <name1> .
def <name4> ( <name5> , <name2> = <name3> , <name6> = <name3> ) :	define the method <name4> with 3 arguments : <name5> , <name2> set to <name3> and <name6> set to <name3> .
super ( <name2> , self ) . <name3> ( <name4> )	call the method <name3> from the base class of the class <name2> , with an argument <name4> .
<name1> . <name2> = <name5> <name4> <name2> <name3> <name6> else <name2>	substitute <name5> for <name1> .check_test <name4> <name2> <name3> <name6> , otherwise substitute <name2> for <name1> .check_test .
def <name1> ( <name6> , <name5> , <name4> , <name2> = <name3> ) :	define the method <name1> with 4 arguments : <name6> , <name5> , <name4> and <name2> set to <name3> .
<name4> = <name2> . build_attrs ( <name1> , <name6> = <val3>   , <name5> = <name5> )	call the method <name2> .build_attrs with 3 arguments : <name1> , <name6> as a string <val3> , <name5> as <name5> , substitute the result for <name4> .
<name4> <name6> . check_test ( <name1> ) :	call the method <name6> .check_test with an argument <name1> , <name4> it evaluates to true ,
<name2> [ <val6>   ] = <val6>	substitute string <val6> for value under the <val6> key of <name2> dictionary .
<name6> <name2> ( <name1> <name4> <name5> <name3> <name1> <name4> <name6> <name3> <name1> <name4> <name2> <name3> <name1> == ''   ) :	<name6> <name1> <name4> boolean <name6> <name3> boolean <name5> <name3> <name1> <name4> <name2> <name3> <name1> <name4> an empty string , do <name2> perform the following ,
<name3> [ <val1>   ] = <name2> ( <name4> )	call the function <name2> with an argument <name4> , substitute the result for <name4> under the <val1> key of the <name3> .
<name1> <name5> ( <val4>   , flatatt ( final_attrs ) )	<name1> the result of the function <name5> called with 2 arguments : string <val4> ,
def <name1> ( <name2> , <name6> , <name4> , <name3> ) :	and result of the function flatatt , called with an argument final_attrs . define the method <name1> with 4 arguments : <name2> , <name6> , <name4> and <name3> .
<name3> <name2> <name4> <name6> <name5> :	<name3> <name2> is <name4> contained <name6> <name5> ,
<name6> <name1>	<name6> boolean <name1> .
<name6> = <name5> . <name2> ( <name1> )	<name2> the <name1> key of the <name5> dictionary , substitute it for <name6> .
<name2> = {  <val3>   : <name6> , <val4>   : <name1> }	<name2> is an dictionary with 2 arguments : boolean <name1> for <val4> and boolean <name6> for <val3> .
<name2> isinstance ( <name1> , <name6> . string_types ) :	<name2> <name1> is an instance of <name6> .string_types class ,
<name5> = <name6> . <name1> ( <name5> . lower ( ) , <name5> )	<name1> the <name5> of the <name6> dictionary under the <name5> converted to lowercase key , substitute it for <name5> , if the key doesnt exists ,
<name1> bool ( <name3> )	substitute <name3> for <name3> . <name1> <name3> converted into a boolean .
<name6> <name2> ( <name5> ) :	derive the <name6> <name2> from the <name5> base <name6> .
<name4> = <name6>	<name4> is boolean <name6> .
def <name1> ( <name5> , <name2> = <name4> , <name3> = ( ) ) :	define the method <name1> with 3 arguments : <name5> , <name2> set to <name4> and <name3> set to an empty tuple .
super ( <name6> , self ) . <name5> ( <name1> )	call the method <name5> from the base class of the class <name6> , with an argument <name1> .
<name2> . <name5> = <name4> ( <name5> )	convert elements of <name5> into a <name4> , substitute it for <name2> .choices .
def <name4> ( <name6> , <name1> , <name5> , <name2> = <name3> , <name4> = ( ) ) :	define the method <name4> with 5 arguments : <name6> , <name1> , <name5> , <name2> set to <name3> and <name4> set to an empty tuple .
<name1> <name3> <name2> <name5> :	<name1> <name3> <name2> <name5> ,
<name6> = ''	<name6> is an empty string .
<name1> = <name3> . build_attrs ( <name4> , <name6> = <name6> )	call the method <name3> .build_attrs with arguments <name4> , <name6> as <name6> , substitute the result for <name1> .
<name6> = [ <name5> ( <val3>   , flatatt ( final_attrs ) ) ]	<name6> is a list containing an element : result of the function <name5> called with 2 arguments : string <val3> ,
<name2> = <name3> . render_options ( <name4> , [ <name6> ] )	and return <name6> of the function flatatt called with an argument final_attrs , substitute the result for output . call the method <name3> .render_options with 2 arguments : <name4> and list with an entry , <name6> , substitute the result for <name2> .
<name3> <name5> :	<name3> <name5> is true ,
<name2> . <name1> ( <name3> )	<name1> <name3> to <name2> .
<name6> . <name5> ( <val1>   )	<name5> string <val1> to <name6> .
\ return <name5> ( '\\n'   . <name6> ( <name3> ) ) \	<name6> elements of <name3> into a string , separated by newline characters , use it as the argument for the call the function <name5> ,
def <name2> ( <name4> , <name1> , <name6> , <name3> ) :	return the result . define the method <name2> with 4 arguments : <name4> , <name1> , <name6> and <name3> .
<name1> <name5> <name3> <name4> :	<name1> <name5> <name3> <name4> ,
<name2> = ''	<name2> is an empty string .
<name2> = <name5> ( <name2> )	call the function <name5> with an argument <name2> , substitute the result for <name2> .
<name3> <name1> <name4> <name2> :	<name3> <name1> is contained <name4> <name2> ,
<name5> = <name2> ( <val3>   )	call the function <name2> with an argument string <val3> , substitute the result for <name5> .
<name1> not <name3> . allow_multiple_selected :	<name1> <name3> .allow_multiple_selected is false ,
<name5> . remove ( <name4> )	call the method <name5> .remove with an argument <name4> .
else :	if not ,
<name5> = ''	<name5> is an empty string .
return <name4> ( <val5>   , <name1> , <name6> , force_text ( option_label ) )	call the function <name4> with 4 arguments : string <val5> , <name1> , <name6> ,
def <name4> ( <name5> , <name1> , <name3> ) :	result of the function force_text with an argument option_label , return the result . define the method <name4> with 3 arguments : <name5> , <name1> and <name3> .
<name4> = <name2> ( <name5> ( <name6> ) <name1> <name6> <name3> <name4> )	call the function <name5> with an argument <name6> , <name1> every <name6> <name3> <name4> , add results to a <name2> ,
<name6> = [ ]	substitute the resulting set for selected_choices . <name6> is an empty list .
<name1> <name5> , <name2> <name3> <name4> ( <name6> . <name1> , <name1> ) :	call the function <name4> with arguments <name6> .choices and <name1> , <name1> every <name5> and <name2> <name3> the result ,
<name4> isinstance ( <name6> , ( <name1> , <name5> ) ) :	<name4> <name6> is an instance of <name1> or <name5> ,
output . append ( <name2> ( <val1>   , <name3> ( option_value ) ) )	call the function <name2> with 2 arguments : string <val1> and return value of the function <name3> ,
<name1> <name3> <name2> <name4> :	called with an argument option_value , append the result to output . <name1> every <name3> <name2> <name4> ,
<name6> . <name4> ( <name5> . render_option ( <name3> , * <name1> ) )	call the method <name5> .render_option with 2 arguments : <name3> and unpacked list <name1> , <name4> the result to <name6> .
<name6> . <name5> ( <val2>   )	<name5> string <val2> to <name6> .
else :	if not ,
<name2> . <name3> ( <name5> . render_option ( <name6> , <name1> , <name4> ) )	call the method <name5> .render_option with 3 arguments : <name6> , <name1> and <name4> , <name3> the result to <name2> .
\ <name6> '\\n'   . <name3> ( <name5> ) \	<name3> elements of <name5> in a string , separated by newlines , <name6> it .
<name5> <name3> ( <name4> ) :	derive the <name5> <name3> from the <name4> base <name5> .
def <name4> ( <name5> , <name3> = <name1> ) :	define the method <name4> with 2 arguments : <name5> and <name3> set to <name1> .
<name4> = ( ( <val2>   , <name3> ( 'Unknown'   ) ) , ( '2'   , <name3> ( 'Yes'   ) ) , ( '3'   , <name3> ( 'No'   ) ) )	<name4> is a tuple with 3 elements : tuple with 2 elements : string <val2> and return value of the function <name3> ,
super ( <name6> , self ) . <name1> ( <name5> , <name3> )	called with an argument string 'Unknown' , tuple with 2 elements : string '2' and return value of the function ugettext_lazy , called with an argument string 'Yes' and tuple with 2 elements : string '3' and return value of the function ugettext_lazy , called with an argument string 'No' . call the method <name1> from the base class of the class <name6> , with arguments <name5> and <name3> .
def <name2> ( <name4> , <name3> , <name5> , <name1> = <name6> , <name2> = ( ) ) :	define the method <name2> with 5 arguments : <name4> , <name3> , <name5> , <name1> set to <name6> and <name2> set to an empty tuple .
<name2> :	<name2> ,
<name5> = {  <name3> : <val6>   , <name1> : <val2>   , <val6>   : <val6>   , <val2>   : <val2>  }  [ <name5> ]	get the <name5> under <name5> key of a dictionary with 4 entries : <val6> for boolean <name3> , <val2> for boolean <name1> , <val6> for <val6> ,
except <name1> :	and '3' for '3' , substitute it for value . if <name1> exception is caught ,
<name2> = <val3>	<name2> is an string <val3> .
return super ( <name3> , self ) . <name5> ( <name4> , <name6> , <name2> , <name1> )	call the method <name5> from the base class of the class <name3> , with 4 arguments : <name4> , <name6> , <name2> and <name1> ,
def <name4> ( <name6> , <name5> , <name2> , <name1> ) :	return the result . define the method <name4> with 4 arguments : <name6> , <name5> , <name2> and <name1> .
<name5> = <name1> . <name2> ( <name6> , <name4> )	<name2> the <name5> under the <name6> key of the <name1> dictionary , if it exists substitute it for <name5> , if not , <name5> is <name4> .
return {  <val1>   : <name4> , <name4> : <name4> , 'True'   : <name4> , '3'   : False , 'False'   : False , False : False }  . <name5> ( <name6> , None )	<name5> the <name6> under the <name6> key of a dictionary with 6 entries : boolean <name4> for <val1> , boolean <name4> for boolean <name4> ,
<name4> <name2> ( <name3> ) :	boolean True for 'True' , boolean False for '3' , boolean False for 'False' and boolean False for boolean False , return it if the key exists , if not return None . derive the <name4> <name2> from the <name3> base <name4> .
<name2> = <name6>	<name2> is boolean <name6> .
def <name4> ( <name3> , <name2> , <name1> , <name6> = <name5> , <name4> = ( ) ) :	define the method <name4> with 5 arguments : <name3> , <name2> , <name1> , <name6> set to <name5> and <name4> set to an empty tuple .
<name6> <name2> <name4> <name1> :	<name6> <name2> <name4> <name1> ,
<name3> = [ ]	<name3> is an empty list .
<name2> = <name3> . build_attrs ( <name4> , <name5> = <name5> )	call the method <name3> .build_attrs with 2 arguments : <name4> and <name5> set to <name5> , substitute the result for <name2> .
"<name6> = [ <name4> ( '<select multiple=""multiple""{0}>'   , flatatt ( final_attrs ) ) ]"	<name6> is a list containing an entry : result of the function <name4> called with 2 arguments :
<name3> = <name4> . render_options ( <name1> , <name2> )	"string '<select multiple=""multiple""{0}>' and result of the function flatatt called with an argument final_attrs . call the method <name4> .render_options with 2 arguments : <name1> and <name2> , substitute the result for <name3> ."
<name1> <name6> :	<name1> <name6> is true ,
<name4> . <name2> ( <name1> )	<name2> <name1> to <name4> .
<name4> . <name1> ( <val6>   )	<name1> string <val6> to <name4> .
\ return mark_safe ( '\\n'   . <name1> ( <name6> ) ) \	<name1> elements of <name6> into a string , separated with newline character ,
def <name2> ( <name1> , <name6> , <name5> , <name4> ) :	use it as an argument for the call to the mark_safe function , return the result . define the method <name2> with 4 arguments : <name1> , <name6> , <name5> and <name4> .
<name4> isinstance ( <name1> , ( <name5> , <name3> ) ) :	<name4> <name1> is an instance of <name5> or <name3> ,
<name4> <name2> . getlist ( <name1> )	call the method <name2> .getlist with an argument <name1> , <name4> the result .
<name6> <name4> . <name5> ( <name1> , <name2> )	<name5> the value under the <name1> key of the <name4> dictionary , if it exists <name6> it , if not <name6> <name2> .
@  <name4>	<name4> decorator ,
<name3> <name2> ( <name6> ) :	derive the <name3> <name2> from the <name6> base <name3> .
<name1> = <name5>	<name1> is <name5> .
def <name5> ( <name1> , <name3> , <name4> , <name2> , <name6> , <name5> ) :	define the method <name5> with 6 arguments : <name1> , <name3> , <name4> , <name2> , <name6> and <name5> .
<name6> . <name3> = <name3>	substitute <name3> for <name6> .name .
<name4> . <name2> = <name2>	substitute <name2> for <name4> .value .
<name1> . <name3> = <name3>	substitute <name3> for <name1> .attrs .
<name6> . choice_value = <name1> ( <name2> [ 0 ] )	call the function <name1> with first element of <name2> as an argument , substitute the result for <name6> .choice_value .
<name1> . choice_label = <name3> ( <name4> [ 1 ] )	call the function <name3> with second element of <name4> as an argument , substitute the result for <name1> .choice_label .
<name2> . <name1> = <name1>	substitute <name1> for <name2> .index .
<name2> <val3>   <name6> <name4> . attrs :	<name2> string <val3> is contained <name6> <name4> .attrs ,
"<name1> . attrs [ <val2>   ] += ""_%d"" % <name1> . index"	convert <name1> .index into a string and append it to '_' string , substitute it for value under the <val2> key of <name1> .attrs dictionary .
def <name1> ( <name5> ) :	define the method <name1> with an argument <name5> .
<name2> <name3> . render ( )	call the method <name3> .render , <name2> the result .
def <name2> ( <name3> , <name6> = <name5> , <name4> = <name5> , <name1> = <name5> , <name2> = ( ) ) :	define the method <name2> with 5 arguments : <name3> , <name6> set to <name5> , <name4> set to <name5> , <name1> set to <name5> and <name2> set to an empty tuple .
if <name2> . id_for_label :	<name2> .id_for_label is true ,
<name5> = <name4> ( <val2>   , <name3> . id_for_label )	call the function <name4> with 2 arguments : string <val2> and <name3> .id_for_label , substitute the result for <name5> .
else :	if not ,
<name6> = ''	<name6> is an empty string .
return <name3> ( <val6>   , <name4> , <name5> . tag ( ) , <name5> . choice_label )	call the function <name3> with 4 arguments : string <val6> , <name4> , result of the method <name5> .tag ,
def <name5> ( <name1> ) :	and <name1> .choice_label , return the result . define the method <name5> with an argument <name1> .
<name1> <name5> . value == <name5> . choice_value	if <name5> .value equals <name5> .choice_value , <name1> boolean True , if not , <name1> boolean False .
def <name1> ( <name2> ) :	define the method <name1> with an argument <name2> .
final_attrs = <name5> ( <name6> . attrs , <name2> = <name6> . input_type , <name3> = <name6> . <name3> , <name1> = <name6> . choice_value )	call the method <name5> with 4 : <name6> .attrs , <name2> as <name6> .input_type , <name3> as <name6> .name , <name1> as <name6> .choice_value ,
<name5> <name3> . is_checked ( ) :	substitute the result for final_attrs . call the method <name3> .is_checked , <name5> it evaluates to true ,
<name3> [ <val4>   ] = <val4>	substitute string <val4> for value under the <val4> key of <name3> dictionary .
return <name5> ( <val6>   , <name1> ( final_attrs ) )	call the function <name5> with 2 arguments : string <val6> and result of the function <name1> ,
@  <name3>	called with an argument final_attrs , return the result . <name3> decorator ,
def <name5> ( <name1> ) :	define the method <name5> with an argument <name1> .
<name2> <name4> . attrs . <name5> ( <val1>   , ''   )	<name5> the value under the <val1> key of the <name4> .attrs dictionary , <name2> it , if the key doesnt exists <name2> an empty string .
<name4> <name3> ( <name6> ) :	derive the <name4> <name3> from the <name6> base <name4> .
<name2> = <val5>	<name2> is a string <val5> .
def <name6> ( <name2> , * <name3> , ** <name1> ) :	define the method <name6> with 3 arguments : <name2> , unpacked list <name3> and unpacked dictionary <name1> .
super ( <name4> , self ) . <name6> ( * <name5> , ** kwargs )	call the method <name6> from the base class of the class <name4> , with 2 arguments : unpacked list <name5> ,
<name3> . value = <name2> ( <name3> . value )	and unpacked dictionary kwargs . call the function <name2> with an argument <name3> .value , substitute the result for <name3> .value .
<name1> <name5> ( <name4> ) :	derive the <name1> <name5> from the <name4> base <name1> .
<name6> = <val5>	<name6> is a string <val5> .
def <name6> ( <name5> , * <name3> , ** <name2> ) :	define the method <name6> with 3 arguments : <name5> , unpacked list <name3> and unpacked dictionary <name2> .
super ( <name3> , self ) . <name1> ( * <name5> , ** kwargs )	call the method <name1> from the base class of the class <name3> , with 2 arguments : unpacked list <name5> ,
<name6> . value = <name5> ( <name3> ( <name4> ) <name1> <name4> <name2> <name6> . value )	and unpacked dictionary kwargs . <name1> every <name4> <name2> <name6> .value call the function <name3> with an argument <name4> , add the result to a <name5> ,
def <name3> ( <name4> ) :	substitute set of the results for <name4> .value . define the method <name3> with an argument <name4> .
<name3> <name1> . choice_value <name5> <name1> . value	if <name1> .choice_value is contained <name5> <name1> .value <name3> boolean True , otherwise <name3> boolean False .
@  <name5>	<name5> decorator ,
<name1> <name6> ( <name4> ) :	derive the <name1> <name6> from the <name4> base <name1> .
<name2> = <name3>	<name2> is <name3> .
<name5> = <val1>	<name5> is a string <val1> .
<name6> = <val2>	<name6> is a string <val2> .
def <name4> ( <name2> , <name1> , <name5> , <name6> , <name3> ) :	define the method <name4> with 5 arguments : <name2> , <name1> , <name5> , <name6> and <name3> .
<name5> . <name1> = <name1>	substitute <name1> for <name5> .name .
<name4> . <name6> = <name6>	substitute <name6> for <name4> .value .
<name1> . <name3> = <name3>	substitute <name3> for <name1> .attrs .
<name1> . <name4> = <name4>	substitute <name4> for <name1> .choices .
def <name3> ( <name5> , <name1> ) :	define the method <name3> with 2 arguments : <name5> and <name1> .
<name3> = <name1> . choices [ <name6> ]	substitute <name6> - th element of <name1> .choices for <name3> .
return <name1> . choice_input_class ( <name1> . name , <name1> . value , <name1> . attrs . copy ( ) , choice , idx )	call the method <name1> .choice_input_class with 5 arguments : <name1> .name , <name1> .value , result of the method <name1> .attrs .copy ,
def <name2> ( <name5> ) :	choice and idx , return the result . define the method <name2> with an argument <name5> .
<name6> <name5> . render ( )	call the method <name5> .render , <name6> the result .
def <name4> ( <name5> ) :	define the method <name4> with an argument <name5> .
<name2> = <name3> . attrs . <name5> ( <val1>   , <name6> )	<name5> the value under the <val1> key of the <name3> .attrs dictionary , substitute it for <name2> if the key exists , if not <name2> is <name6> .
<name5> = [ ]	<name5> is an empty list .
<name5> <name1> , <name2> <name3> enumerate ( <name6> . choices ) :	<name5> every <name1> and <name2> <name3> enumerated iterable <name6> .choices ,
<name6> , <name2> = <name5>	substitute <name5> for <name6> and <name2> , respectively .
<name4> isinstance ( <name6> , ( <name2> , <name5> ) ) :	<name4> <name6> is an instance of <name2> or <name5> ,
<name5> = <name3> . attrs . copy ( )	call the method <name3> .attrs .copy , substitute the result for <name5> .
<name3> <name1> :	<name3> <name1> is true ,
<name6> [ <val4>   ] += '_{0}'   . format ( <name5> )	prepend string '_' to <name5> converted to an string , append the result to the value under the <val4> key of the <name6> .
<name2> = <name4> ( <name6> = <name5> . <name6> , <name1> = <name5> . <name1> , attrs = attrs_plus , choices = choice_label )	<name2> is an instance of <name4> class , created with 4 arguments : <name6> as <name5> .name , <name1> as <name5> .value ,
<name1> . choice_input_class = <name6> . choice_input_class	attrs as attrs_plus and choices as choice_label . substitute <name6> .choice_input_class for <name1> .choice_input_class .
output . append ( <name4> ( <name5> . inner_html , <name3> = <name3> , sub_widgets = sub_ul_renderer . render ( ) ) )	call the function <name4> with 3 arguments : <name5> .inner_html , <name3> set to <name3> ,
else :	and sub_widgets set to return value of the function sub_ul_renderer .render , append the result to output . if not ,
w = <name1> . choice_input_class ( <name1> . name , <name1> . <name5> , <name1> . attrs . copy ( ) , choice , i )	call the method <name1> .choice_input_class with 5 arguments : <name1> .name , <name1> .value , return <name5> of the method <name1> .attrs .copy ,
output . append ( <name3> ( <name4> . inner_html , <name5> = <name6> ( <name2> ) , sub_widgets = ''   ) )	choice and i , substitute the result for <name2> . call the function <name3> with 3 arguments : <name4> .inner_html , <name5> set to result of the function <name6> ,
"\ return <name3> ( <name2> . outer_html , id_attr = <name3> ( ' id=""{0}""'   , id_ ) if id_ else ''   , content = mark_safe ( '\\n'   . join ( <name6> ) ) ) \"	called with an argument w , and sub_widgets as an empty string , append the result to <name6> . call the function <name3> with 3 arguments : <name2> .outer_html ,
<name2> <name1> ( <name5> ) :	\ if id_ is true id_attr set to return value of the function format_html , if not id_attr set to an empty string , content set to result of the function mark_safe with an argument : string created by joining elements of outputs , with '\\n' separator , return the result . derive the <name2> <name1> from the <name5> base <name2> . \
<name5> = <name6>	substitute <name6> for <name5> .
<name6> <name2> ( <name1> ) :	derive the <name6> <name2> from the <name1> base <name6> .
<name6> = <name1>	substitute <name1> for <name6> .
<name3> <name5> ( <name6> ) :	derive the <name3> <name5> from the <name6> base <name3> .
<name5> = <name4>	<name5> is <name4> .
<name6> = <name3>	<name6> is <name3> .
def <name2> ( <name1> , * <name5> , ** <name3> ) :	define the method <name2> with 3 arguments : <name1> , unpacked list <name5> and unpacked dictionary <name3> .
<name4> = <name2> . pop ( 'renderer'   , <name1> )	remove entry under 'render' key of the <name2> dictionary and substitute it for <name4> , if the key doesnt exists , <name4> is <name1> .
<name3> <name6> :	<name3> <name6> is true ,
<name6> . <name2> = <name2>	substitute <name2> for <name6> .renderer .
super ( <name3> , self ) . <name6> ( * <name4> , ** kwargs )	call the method <name6> from the base class of the class <name3> , with 2 arguments : unpacked list <name4> ,
def <name6> ( <name4> , <name1> , <name5> , <name3> = <name2> , <name6> = ( ) ) :	and unpacked dictionary kwargs . define the method <name6> with 5 arguments : <name4> , <name1> , <name5> , <name3> set to <name2> and <name6> set to an empty tuple .
<name2> <name1> <name5> <name4> . get_renderer ( <name6> , <name3> , <name2> , <name1> ) :	call the method <name4> .get_renderer with 4 arguments : <name6> , <name3> , <name2> and <name1> , <name2> every <name1> <name5> result ,
<name1> <name4>	<name1> <name4> .
def <name4> ( <name1> , <name6> , <name5> , <name3> = <name2> , <name4> = ( ) ) :	define the method <name4> with 5 arguments : <name1> , <name6> , <name5> , <name3> set to <name2> and <name4> set to an empty tuple .
<name4> <name3> <name5> <name6> :	<name4> <name3> <name5> <name6> ,
<name6> = <name3> . _empty_value	substitute <name3> ._empty_value for <name6> .
<name4> = <name3> . build_attrs ( <name2> )	call the method <name3> .build_attrs with an argument <name2> , substitute the result for <name4> .
<name6> = <name2> ( <name1> ( <name4> . <name6> , <name6> ) )	call the function <name1> with 2 arguments : <name4> .choices and <name6> , convert the result into a <name2> and substitute it for <name6> .
<name5> <name6> . renderer ( <name2> , <name3> , <name4> , <name1> )	call the method <name6> .renderer with 4 arguments : <name2> , <name3> , <name4> and <name1> , <name5> the result .
def <name2> ( <name4> , <name6> , <name1> , <name3> = <name5> , <name2> = ( ) ) :	define the method <name2> with 5 arguments : <name4> , <name6> , <name1> , <name3> set to <name5> and <name2> set to an empty tuple .
<name4> <name3> . get_renderer ( <name2> , <name1> , <name5> , <name6> ) . <name4> ( )	call the method <name3> .get_renderer with 4 arguments : <name2> , <name1> , <name5> and <name6> , call the <name4> method on the result , <name4> the result .
def <name1> ( <name5> , <name3> ) :	define the method <name1> with 2 arguments : <name5> and <name3> .
<name6> <name5> :	<name6> <name5> is true ,
<name3> += <val4>	append string <val4> to <name3> .
<name5> <name4>	<name5> <name4> .
<name2> <name5> ( <name1> , <name3> ) :	derive the <name2> <name5> from the <name1> and <name3> base classes .
<name3> = <name5>	substitute <name5> for <name3> .
<name5> = ''	<name5> is an empty string .
<name6> <name5> ( <name4> , <name1> ) :	derive the <name6> <name5> from the <name4> and <name1> base classes .
<name6> = <name3>	substitute <name3> for <name6> .
<name1> = [ ]	<name1> is an empty list .
<name5> <name6> ( <name3> ) :	derive the <name5> <name6> from the <name3> base <name5> .
def <name6> ( <name5> , <name4> , <name2> = <name1> ) :	define the method <name6> with 3 arguments : <name5> , <name4> and <name2> set to <name1> .
self . <name6> = [ <name1> ( ) <name3> isinstance ( <name1> , <name4> ) else <name1> <name2> <name1> <name5> <name6> ]	<name2> every <name1> <name5> <name6> , call the function <name1> and append the result to a list , <name3> <name1> is an instance of <name4> class ,
super ( <name2> , <name1> ) . <name6> ( <name5> )	if not append w to the list , substitute the resulting list for <name1> .widgets . call the method <name6> from the base class of the class <name2> , with an argument <name5> .
@  <name2>	<name2> decorator ,
def <name6> ( <name2> ) :	define the method <name6> with an argument <name2> .
<name2> <name5> ( <name1> . is_hidden <name4> <name1> <name3> <name6> . widgets )	<name4> every <name1> <name3> <name6> .widgets , if <name5> elements <name1> .is_hidden are true , <name2> boolean True , otherwise <name2> boolean False .
def <name5> ( <name4> , <name1> , <name6> , <name3> = <name2> ) :	define the method <name5> with 4 arguments : <name4> , <name1> , <name6> and <name3> set to <name2> .
<name2> <name1> . is_localized :	<name2> <name1> .is_localized is true ,
<name3> widget <name4> <name1> . widgets :	<name3> every bwidget <name4> <name1> .widgets ,
<name4> . is_localized = <name1> . is_localized	substitute <name1> .is_localized for <name4> .is_localized .
<name3> <name6> isinstance ( <name5> , <name4> ) :	<name3> <name5> is <name6> an instance of <name4> type ,
<name5> = <name3> . decompress ( <name5> )	call the method <name3> .decompress with an argument <name5> , substitute the result for <name5> .
<name1> = [ ]	<name1> is an empty list .
<name1> = <name4> . build_attrs ( <name6> )	call the method <name4> .build_attrs with an argument <name6> , substitute the result for <name1> .
<name5> = <name2> . <name3> ( <val4>   , <name6> )	<name3> the value under the <val4> key of the <name2> dictionary , substitute it for <name5> , if it doesnt exists , <name5> is <name6> .
<name5> <name4> , <name3> <name6> enumerate ( <name1> . widgets ) :	<name5> every <name4> and <name3> <name6> enumerated iterable <name1> .widgets ,
<name1> :	<name1> ,
<name3> = <name6> [ <name4> ]	substitute <name4> - th element of <name6> for <name3> .
except <name5> :	if <name5> exception is caught ,
<name2> = <name6>	<name2> is <name6> .
<name2> <name3> :	<name2> <name3> is true ,
<name4> = <name2> ( <name4> , <name3> = <val6>   % ( <name1> , <name5> ) )	call the <name2> function with 2 arguments : <name4> and <name3> set to string <val6> , where '%s' is replaced with <name1> and <name5> ,
